"Step__r.External_ID__c","Object_Name__c","Field_Name__c","Operator__c","Order__c","Question_ID__c","String_Value__c","Boolean_Value__c"
"carv_70_Auto_approve_cases_that_meet_criteria","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis.secondary","Concurrent","false"
"carv_70_Auto_approve_cases_that_meet_criteria","Request_Detail__c","string_value__c","contains","3.0","carvedilol1.criteriaWell1.diagnosis","CHF","false"
"CCBfelo_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"CCBfelo_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"CCBnife_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"CCBnife_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"celecox_150_AA_celecoxib","Request_Detail__c","string_value__c","not equal to","2.0","manual.diagnosis","none","false"
"celecox_150_AA_celecoxib","Request_Detail__c","string_value__c","not equal to","3.0","manual.diagnosis","other","false"
"celecox_150_AA_celecoxib","Request_Detail__c","string_value__c","not equal to","5.0","celecoxibForm1.criteriaWell1.criteria","other","false"
"celecox_150_AA_celecoxib","Case","origin","not equal to","1.0","","eForm","false"
"celecox_150_AA_celecoxib","Case","origin","equals","4.0","","eForm","false"
"celecox_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"celecox_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"certo_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"certo_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","3.0","certolizumabParent1.psaInitialRenewal","initial","false"
"certo_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","Initial","false"
"certo_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","2.0","certolizumabParent1.raInitialRenewal","initial","false"
"certo_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","4.0","certolizumabParent1.ASInitialRenewal","initial","false"
"certo_30_Renewal_Payload_1_Year","Request_Detail__c","string_value__c","equals","2.0","certolizumabParent1.raInitialRenewal","renewal1year","false"
"certo_30_Renewal_Payload_1_Year","Request_Detail__c","string_value__c","equals","3.0","certolizumabParent1.psaInitialRenewal","renewal1year","false"
"certo_30_Renewal_Payload_1_Year","Case","Status","equals","1.0","","Approved","false"
"certo_30_Renewal_Payload_1_Year","Request_Detail__c","string_value__c","equals","4.0","certolizumabParent1.ASInitialRenewal","renewal1year","false"
"certo_30_Renewal_Payload_1_Year","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","Renewal 1 year","false"
"certo_40_RA_AS_PsA_3_Year_Payload","Case","Status","equals","1.0","","Approved","false"
"certo_40_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","equals","2.0","certolizumabParent1.raInitialRenewal","renewal3years","false"
"certo_40_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","equals","3.0","certolizumabParent1.psaInitialRenewal","renewal3years","false"
"certo_40_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","Renewal 3 years","false"
"certo_40_RA_AS_PsA_3_Year_Payload","Request_Detail__c","string_value__c","equals","4.0","certolizumabParent1.ASInitialRenewal","renewal3years","false"
"certo_50_Assign_to_Urgent_if_Phone","Request_Detail__c","string_value__c","equals","2.0","certolizumabParent1.selectDiagnosis","other","false"
"certo_50_Assign_to_Urgent_if_Phone","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","other","false"
"certo_50_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","equals","2.0","certolizumabParent1.raInitialRenewal","IndefiniteRenewal","false"
"certo_50_RA_AS_PsA_Indefinite_Payload","Case","Status","equals","1.0","","Approved","false"
"certo_50_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","equals","3.0","certolizumabParent1.psaInitialRenewal","IndefiniteRenewal","false"
"certo_50_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","Indefinite","false"
"certo_50_RA_AS_PsA_Indefinite_Payload","Request_Detail__c","string_value__c","equals","4.0","certolizumabParent1.ASInitialRenewal","IndefiniteRenewal","false"
"cetirizine  _200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"cgrpatog_1_Initial_or_First_Renewal_6_Months_Approval","Request_Detail__c","string_value__c","equals","3.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","initialCoverage6Months","false"
"cgrpatog_1_Initial_or_First_Renewal_6_Months_Approval","Request_Detail__c","string_value__c","equals","5.0","fremanezumab.criteriaWell1.pleaseSelectSwitchType","patientHasHadPreviousPharmaCareCgrpCoverage","false"
"cgrpatog_1_Initial_or_First_Renewal_6_Months_Approval","Request_Detail__c","string_value__c","equals","4.0","fremanezumab.criteriaWell1.pleaseSelectSwitchType","patientHasNotHadPreviousPharmaCareCgrpCoverage","false"
"cgrpatog_1_Initial_or_First_Renewal_6_Months_Approval","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Initial","false"
"cgrpatog_1_Initial_or_First_Renewal_6_Months_Approval","Case","Status","equals","1.0","","Approved","false"
"cgrpatog_20_Second_or_Subsequent_Renewal_1_Year_Approval","Case","Status","equals","1.0","","Approved","false"
"cgrpatog_20_Second_or_Subsequent_Renewal_1_Year_Approval","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","First Renewal","false"
"cgrpatog_20_Second_or_Subsequent_Renewal_1_Year_Approval","Request_Detail__c","string_value__c","equals","3.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","firstRenewalCoverage6Months","false"
"cgrpatog_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Request_Detail__c","string_value__c","equals","3.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","secondAndSubsequentRenewalCoverage1Year","false"
"cgrpatog_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Case","Status","equals","1.0","","Approved","false"
"cgrpatog_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","Subsequent","false"
"cgrpatog_300_Other_or_None","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","Other","false"
"cgrpatog_300_Other_or_None","Request_Detail__c","string_value__c","equals","3.0","manual.diagnosis","None","false"
"cgrpatog_300_Other_or_None","Request_Detail__c","string_value__c","equals","4.0","fremanezumab.criteriaWell1.initialCoverage.diagnosis","other","false"
"cgrpatog_300_Other_or_None","Case","Status","equals","1.0","","Approved","false"
"cgrpepti_100_Migraine_Initial_Request_6_Months","Request_Detail__c","string_value__c","equals","3.0","fremanezumab.criteriaWell1.pleaseSelectSwitchType","patientHasNotHadPreviousPharmaCareCgrpCoverage","false"
"cgrpepti_100_Migraine_Initial_Request_6_Months","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","Initial","false"
"cgrpepti_100_Migraine_Initial_Request_6_Months","Request_Detail__c","string_value__c","equals","2.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","initialCoverage6Months","false"
"cgrpepti_100_Migraine_Initial_Request_6_Months","Request_Detail__c","string_value__c","equals","4.0","fremanezumab.criteriaWell1.pleaseSelectSwitchType","patientHasHadPreviousPharmaCareCgrpCoverage","false"
"cgrpepti_100_Migraine_Initial_Request_6_Months","Case","Status","equals","5.0","","Approved","false"
"cgrpepti_150_Migraine_First_Renewal_6_Months","Case","Status","equals","3.0","","Approved","false"
"cgrpepti_150_Migraine_First_Renewal_6_Months","Request_Detail__c","string_value__c","contains","2.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","firstRenewalCoverage6Months","false"
"cgrpepti_150_Migraine_First_Renewal_6_Months","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","First renewal","false"
"cgrpepti_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","subsequent","false"
"cgrpepti_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Case","Status","equals","3.0","","Approved","false"
"cgrpepti_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Request_Detail__c","string_value__c","equals","2.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","secondAndSubsequentRenewalCoverage1Year","false"
"cgrpepti_300_Other_or_None","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"cgrpepti_300_Other_or_None","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","None","false"
"cgrpepti_300_Other_or_None","Case","Status","equals","3.0","","Approved","false"
"cgrpepti_50_Assign_to_Urgent_if_Phone","Case","Origin","contains","1.0","","Phone","false"
"cgrpgalc_100_Migraine_Initial_Request_6_Months","Request_Detail__c","string_value__c","equals","3.0","fremanezumab.criteriaWell1.pleaseSelectSwitchType","patientHasNotHadPreviousPharmaCareCgrpCoverage","false"
"cgrpgalc_100_Migraine_Initial_Request_6_Months","Case","Status","equals","5.0","","Approved","false"
"cgrpgalc_100_Migraine_Initial_Request_6_Months","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","Initial","false"
"cgrpgalc_100_Migraine_Initial_Request_6_Months","Request_Detail__c","string_value__c","equals","2.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","initialCoverage6Months","false"
"cgrpgalc_100_Migraine_Initial_Request_6_Months","Request_Detail__c","string_value__c","equals","4.0","fremanezumab.criteriaWell1.pleaseSelectSwitchType","patientHasHadPreviousPharmaCareCgrpCoverage","false"
"cgrpgalc_150_Migraine_First_Renewal_6_Months","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","First renewal","false"
"cgrpgalc_150_Migraine_First_Renewal_6_Months","Case","Status","equals","3.0","","Approved","false"
"cgrpgalc_150_Migraine_First_Renewal_6_Months","Request_Detail__c","string_value__c","contains","1.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","firstRenewalCoverage6Months","false"
"cgrpgalc_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Case","Status","equals","3.0","","Approved","false"
"cgrpgalc_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Request_Detail__c","string_value__c","equals","2.0","fremanezumab.criteriaWell1.InitialFirstOrSubsequentRenewal","secondAndSubsequentRenewalCoverage1Year","false"
"cgrpgalc_200_Migraine_2nd_or_Subsequent_Renewal_1_Year","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","subsequent","false"
"cgrpgalc_300_Other_or_None","Case","Status","equals","3.0","","Approved","false"
"cgrpgalc_300_Other_or_None","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","None","false"
"cgrpgalc_300_Other_or_None","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"cgrpgalc_50_Assign_to_Urgent_if_Phone","Case","Origin","contains","1.0","","Phone","false"
"chlorambucil_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"chlorambucil_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"chloroquine_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"chloroquine_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"cinacalcet _200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"ciproophthcipr_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ciproophthcipr_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"cisapride_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"cladribine_50_PharmaNet_payload_if_approved","Case","Status","equals","1.0","","Approved","false"
"clobazam_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"clobazam_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"codeine_100_Renewal","Request_Detail__c","string_value__c","equals","2.0","codiene1.criteriaWell2.initialOrRenewal","renewal","false"
"codeine_100_Renewal","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Renewal","false"
"codeine_150_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"codeine_150_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","None","false"
"codeine_150_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","3.0","codiene1.criteriaWell2.diagnosis","other","false"
"codeine_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"codeine_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"codeine_75_Initial_Approval","Request_Detail__c","string_value__c","not equal to","3.0","codiene1.criteriaWell2.diagnosis","other","false"
"codeine_75_Initial_Approval","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","pain management","false"
"codeine_75_Initial_Approval","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","cancer","false"
"compoundedMethadone10mgpermLOAT_1_Payload_for_initial_requests","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","Other","false"
"compoundedMethadone10mgpermLOAT_1_Payload_for_initial_requests","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","initial","false"
"compoundedMethadone10mgpermLOAT_1_Payload_for_initial_requests","Request_Detail__c","string_value__c","contains","4.0","initialCoverage1.activeIngredientsConcentrationDosageForm1.activeIngredient","methadone","false"
"compoundedMethadone10mgpermLOAT_1_Payload_for_initial_requests","Case","status","equals","1.0","","Approved","false"
"compoundedMethadone10mgpermLOAT_2_Payload_for_1st_renewal","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","first","false"
"compoundedMethadone10mgpermLOAT_2_Payload_for_1st_renewal","Case","status","equals","1.0","","Approved","false"
"compoundedMethadone10mgpermLOAT_3_Payload_for_subsequent_renewal","Case","status","equals","1.0","","Approved","false"
"compoundedMethadone10mgpermLOAT_3_Payload_for_subsequent_renewal","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","subsequent","false"
"copaxone_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"COPDaclid_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"COPDaclid_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"COPDaclidform_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"COPDaclidform_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"COPDflutsalm_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"COPDflutsalm_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"COPDflutumecvila_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"COPDflutumecvila_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"COPDflutumecvila_52_Trelegy_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","12.0","fluticasoneUmeclidiniumVilanterolTrelegy1.criteriaWell.additionalComments2","transplant","false"
"COPDflutumecvila_52_Trelegy_urgent_eForm_Words","Request_Detail__c","string_value__c","contains","15.0","fluticasoneUmeclidiniumVilanterolTrelegy1.criteriaWell.rationaleForExceptionalCoverage","asap","false"
