"External_ID__c","Name","Drug__r.Drug_Code__c","Order__c","Description__c","Criteria_Logic__c","Always_Run__c"
"semaglutide_70_Semaglutide_Approval","Semaglutide Approval","semaglutide","70.0","","OR(1,2)","false"
"semaglutide_200_Diagnosis_of_Obesity_Only_Not_Approved","Diagnosis of Obesity/Weight Loss Only - Not Approved","semaglutide","200.0","","AND(1)","false"
"semaglutide_100_Other_None_Diagnosis","Other/None Diagnosis","semaglutide","100.0","","AND(5,OR(1,2,3,4))","false"
"semaglutide_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","semaglutide","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"SGLT2_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","SGLT2","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"SGLT2_70_Empagliflozin","Empagliflozin Approval","SGLT2","70.0","AA rules","OR(1,2,3)","false"
"SGLT2_100_Other_None_Diagnosis","Other/None Diagnosis","SGLT2","100.0","","AND(4,OR(1,2,3,5))","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Assign urgent if eform urgent words","SGLT2","60.0","assign to urgent if eform contains urgent words","OR(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24)","false"
"sildenafil_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","sildenafil","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"sildenafil_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","sildenafil","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"silodosin_1_1","PharmaNet Payload if Approved","silodosin","10.0","PharmaNet Payload if Approved","AND(1)","false"
"siponimod_10_PharmaNet_Payload_if_approved","PharmaNet Payload if approved","siponimod","10.0","","AND(1)","false"
"sirolimus_1_PharmaNet_Payload_if_Approved","PharmaNet Payload if Approved","sirolimus","1.0","","AND(1)","false"
"sitagliptin_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","sitagliptin","200.0","Pharmanet Payload if Approved","AND(1)","false"
"sodiumphenylbutyrateurso_100_PharmaNet_Payload_if_Approved","PharmaNet Payload if Approved","sodiumphenylbutyrateurso","100.0","","AND(1)","false"
"solifen_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","solifen","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"solifen_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","solifen","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"somatropin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","somatropin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"somatropin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","somatropin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"sovaldi_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","sovaldi","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"sovaldi_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","sovaldi","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"statinsfluv_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","statinsfluv","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"statinsfluv_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","statinsfluv","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"statinslova_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","statinslova","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"statinslova_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","statinslova","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"statinsprav_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","statinsprav","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"statinsprav_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","statinsprav","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"statinssimv_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","statinssimv","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"statinssimv_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","statinssimv","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"stiripen_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","stiripen","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"stiripen_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","stiripen","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"suboxone12_16_exceptional_payload","Payload when approved","Suboxone12-16excep","1.0","Payload when approved","AND(1)","false"
"sulindac_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","sulindac","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"sulindac_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","sulindac","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"sulpiride_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","sulpiride","200.0","Pharmanet Payload if Approved","AND(1)","false"
"sulthiame200mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","sulthiame200mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"sulthiame50mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","sulthiame50mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"sumatrip_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","sumatrip","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"sumatrip_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","sumatrip","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"tacrolimus_caps_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","tacrolimus_caps","200.0","Pharmanet Payload if Approved","AND(1)","false"
"tacrotopical_300_eForm_Approval","eForm Approval","tacrotopical","300.0","","AND(1,2,3)","false"
"tacrotopical_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","tacrotopical","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tacrotopical_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","tacrotopical","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,2)","false"
"tacrotopical_300_e_Form_AutoApproval","e-Form  AutoApproval","tacrotopical","100.0","","AND(1,2)","false"
"tadalafil_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","tadalafil","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tadalafil_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","tadalafil","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"tazarotene_100_PharmaNet_Payload_acne","PharmaNet Payload - acne","tazarotene","100.0","","OR(1,2)","false"
"tazarotene_200_Other","Other","tazarotene","200.0","","OR(1,2)","false"
"tenofovir_100_300","1 Year Payload","tenofovir","100.0","","AND(1,OR(2,3),4)","false"
"tenofovir_200_Pharmanet_Payload_if_Approved","Indefinite Payload","tenofovir","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3,4))","false"
"tenofovir_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","tenofovir","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tenoxicam_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","tenoxicam","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tenoxicam_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","tenoxicam","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"terbinafine_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","terbinafine","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"terbinafine_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","terbinafine","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"teriflunomide_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","teriflunomide","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"teriflunomide_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","teriflunomide","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"teriparatide_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","teriparatide","200.0","Pharmanet Payload if Approved","AND(1)","false"
"testosterone_gel_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","testosterone_gel","200.0","Pharmanet Payload if Approved","AND(1)","false"
"testosterone_patches_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","testosterone_patches","200.0","Pharmanet Payload if Approved","AND(1)","false"
"testosterone_undecanoate_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","testosterone_undecanoate","200.0","Pharmanet Payload if Approved","AND(1)","false"
"testosteronecypi_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","testosteronecypi","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"testosteronecypi_100_AA_Adjudication","AA Adjudication","testosteronecypi","100.0","","OR(1,AND(2,3))","false"
"testosteronecypi_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","testosteronecypi","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"testosteroneenan_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","testosteroneenan","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"testosteroneenan_100_AA_Adjudication","AA Adjudication","testosteroneenan","100.0","","OR(1,AND(2,3))","false"
"testosteroneenan_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","testosteroneenan","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"testosteroneprop_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","testosteroneprop","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"testosteroneprop_100_AA_Adjudication","AA Adjudication","testosteroneprop","100.0","","OR(1,AND(2,3))","false"
"testosteroneprop_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","testosteroneprop","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tezepelumab_1_1_Year_Payload","1 Year Payload","tezepelumab","1.0","","AND(1)","false"
"thioridazine100mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","thioridazine100mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"thioridazine10mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","thioridazine10mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"thioridazine25mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","thioridazine25mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"thioridazine50mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","thioridazine50mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"tiaprofenic_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","tiaprofenic","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tiaprofenic_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","tiaprofenic","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ticag_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ticag","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"ticag_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ticag","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ticlo_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ticlo","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ticlo_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ticlo","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tinzaparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","Generate a 6 month payload","tinzaparin","60.0","","AND(1,OR(2,3,4,5))","false"
"tinzaparin_500_Orthopedic_Surgery_for_Major_Trauma","Generate a 3 month payload","tinzaparin","50.0","","AND(1,OR(3,4,AND(2,5)))","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Generate a 10 day payload","tinzaparin","10.0","","AND(1,OR(AND(2,4),AND(2,5),AND(3,4),AND(3,5),AND(4,6),AND(5,6),AND(4,7),AND(5,7),8))","false"
"tinzaparin_300_Following_Total_Knee_Replacement","Generate a 14 day payload","tinzaparin","20.0","","AND(1,OR(3,AND(2,4)))","false"
"tinzaparin_400_Following_Total_Hip_Replacement","Generate a 35 day payload","tinzaparin","40.0","","AND(1,OR(3,AND(2,4)))","false"
"tinzaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Generate a 10 day payload part 2","tinzaparin","15.0","","AND(1,OR(3,4,5,6,AND(2,7)))","false"
"tiopronin_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","tiopronin","200.0","Pharmanet Payload if Approved","AND(1)","false"
"tizan_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","tizan","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"tizan_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","tizan","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tobi_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","tobi","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"tobi_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","tobi","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tobramycin300nebsExceptional_1_Payload_for_approval","Payload for approval","tobramycin300nebsExceptional","1.0","","AND(1)","false"
"tociliz_15_Assign_to_MS_Queue","Assign to MS Queue","tociliz","15.0","assigns the case to the MS queue if MS indications selected","OR(1,2)","false"
"tociliz_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","tociliz","20.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"tociliz_50_Assign_to_Urgent_if_Phone","off label queue assignment","tociliz","10.0","assigns to off label AR queue when diagnosis is other.","OR(1,2)","false"
"tofacitinib_40_RA_standard_payload_1_year_for_9901_0359_9901_0278","RA standard payload 1 year for 9901-0356 + 9901-0278","tofacitinib","40.0","RA standard payload 1 year for 9901-0356 + 9901-0278","AND(1,OR(2,3))","false"
"tofacitinib_30_initial_IBD_payload_56_days_RDP_9901_0359","initial IBD payload 56 days RDP 9901-0359","tofacitinib","30.0","56 day payload for ibd + initial for code 9901-0359","AND(1,OR(2,AND(3,4)))","false"
"tofacitinib_50_IBD_renewal_or_off_label_1_year_of_9901_0278","IBD renewal or off-label 1 year of 9901-0278","tofacitinib","50.0","gives 1 year of the second code only","AND(1,OR(AND(2,3),4,5,6))","false"
"tofacitinib_20_route_to_AR_off_label_queue_for_other_dx","route to AR off label queue for other dx","tofacitinib","20.0","","OR(1,2)","false"
"tofacitinib_10_route_to_IBD_queue_for_IBD_indications","route to IBD queue for IBD indications","tofacitinib","10.0","what it says it does","OR(1,2)","false"
"tolterodine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","tolterodine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"tramacet_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","tramacet","200.0","Pharmanet Payload if Approved","AND(1)","false"
"tretinoin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","tretinoin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"tretinoin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","tretinoin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"trientine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","trientine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"trospium_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","trospium","200.0","Pharmanet Payload if Approved","AND(1)","false"
"Twynsta_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Twynsta","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Twynsta_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Twynsta","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"TZDpio_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","TZDpio","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"TZDpio_100_Pioglitazone_Approval","Pioglitazone Approval","TZDpio","100.0","","AND(1)","false"
"TZDpio_300_Pioglitazone_Not_Approved","Pioglitazone Not Approved","TZDpio","300.0","","AND(1)","false"
"TZDpio_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","TZDpio","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"upadacitinib_20_Renewal_Approval_Payload_12_Months_","AD Renewal Approval Payload (12 Months)","upadacitinib","20.0","Pharmanet payload if approved","AND(1,OR(2,3),OR(4,5))","false"
"upadacitinib_30_CR_Initial_Approval_Payload_16_Weeks_","CR Initial Approval Payload (16 Weeks)","upadacitinib","30.0","","AND(1,OR(2,3),OR(4,5,6))","false"
"upadacitinib_40_CR_Renewal_Approval_Payload_1_Year_","CR Renewal Approval Payload (1 Year)","upadacitinib","40.0","","AND(1,OR(2,3),OR(4,5,6))","false"
"upadacitinib_10_AD_Initial_Approval_Payload_6_Months_","AD Initial Approval Payload (6 Months)","upadacitinib","10.0","","AND(1,OR(2,3),OR(4,5,6,7))","false"
"uste_200_Pharmanet_Payload_if_Approved","PP Initial payload 112 days payload","uste","10.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,AND(3,4)))","false"
"uste_20_All_other_1_year_payloads","All other 1 year payloads","uste","20.0","generates a 1 year payload for anything that isn't PP initial.","AND(1,OR(AND(2,OR(3,4)),AND(5,OR(6,7))))","false"
"ustebiosimIVSC_10_Initial_Payload_12_Weeks_","Initial Payload (12 Weeks)","ustebiosimIVSC","10.0","","AND(1,OR(2,3,4))","false"
"ustebiosimIVSC_20_Other_Dx_Payload","Other Dx Payload (12 weeks)","ustebiosimIVSC","20.0","","AND(1,OR(2,3))","false"
"ustebiosimSC_6_Assign_IBD_to_IBD_queue","Assign IBD to IBD queue","ustebiosimSC","1.0","","OR(1,2,3,4)","false"
"ustebiosimSC_40_PsA_1_year_payloads","PsA 1 year payloads","ustebiosimSC","40.0","","AND(1,OR(2,3,4))","false"
"uste_10_PP_Initial_payload_112_days_payload","PP Initial payload 112 days payload","ustebiosimSC","10.0","","AND(1,OR(2,AND(3,4)))","false"
"uste_20_All_1_year_payloads","PP 1 year payloads","ustebiosimSC","20.0","","AND(1,OR(2,AND(3,4,5)))","false"
"ustebiosimSC_30_IBD_1_year_payloads","IBD 1 year renewal payloads","ustebiosimSC","30.0","","AND(1,OR(2,3,4,5))","false"
"valganciclovir_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","valganciclovir","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"valganciclovir_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","valganciclovir","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"vancomycin_300_Exceptional_Tapering_manual_","Exceptional/Tapering (manual)","vancomycin","300.0","","AND(1,OR(2,3,4,5,6,7))","false"
"vancomycin_200_Eform_Tapering_Request_AA","Eform Tapering Request AA","vancomycin","200.0","","AND(1,2,3)","false"
"vancomycin_500_Eform_exceptional","Eform exceptional","vancomycin","500.0","","AND(1,2)","false"
"vancomycin_150_Approve_case_eForm","Approve case eForm","vancomycin","150.0","If diagnosis is not ""other""","AND(1,2)","false"
"vancomycin_100_Approve_Case","Approve Case (manual)","vancomycin","100.0","","OR(AND(2,4), AND(1,3,5))","false"
"varenicline_100_Current_NRT_Non_RDP_code_9901_0146","Current NRT Non-RDP code 9901-0146","varenicline","100.0","","AND(1)","false"
"varenicline_3_PharmaNet_Payload_if_Approved","PharmaNet Payload  if Approved","varenicline","300.0","","AND(1)","false"
"varenicline_200_Exceptional_Approval_3_months_","Exceptional Approval (3 months)","varenicline","200.0","","AND(1)","false"
"vedoIV_30_renewal_escalation","renewal escalation","vedoIV","30.0","","AND(1,2)","false"
"vedoIV_10_initial_payload_84_days","initial payload 84 days","vedoIV","10.0","generates initial payload of 84 days when request is initial","AND(1,OR(2,3,4,5))","false"
"vedoIV_20_renewal_payload_for_1_year","renewal payload for 1 year","vedoIV","20.0","generates a 1 year payload for non initial requests","AND(1,OR(AND(2,OR(3,4,5)),AND(6,7)))","false"
"vericiquat_30_Other_Dx","Other Dx","vericiquat","10.0","","AND(1)","false"
"vericiguat_20_PharmaNet_Payload_if_Approved","PharmaNet Payload if Approved","vericiquat","20.0","","AND(1)","false"
"voriconazole_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","voriconazole","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"voriconazole_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","voriconazole","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"voriconazole_susp_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","voriconazole_susp","200.0","Pharmanet Payload if Approved","AND(1)","false"
"vortioxetine_1_PharmaNet_Payload_if_approved","PharmaNet Payload if approved","vortioxetine","1.0","payload if approved","AND(1)","false"
"vosevi_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","vosevi","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"vosevi_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","vosevi","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"vyalev_20_PharmaNet_Payload_if_Approved","PharmaNet Payload if Approved","vyalev","20.0","","AND(1)","false"
"vyalev_10_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","vyalev","10.0","","AND(1)","false"
"xgeva_1_Payload_if_Approved","Payload if Approved","xgeva","1.0","","AND(1)","false"
"ypsoPump_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ypsoPump","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ypsoPump_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ypsoPump","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"zepatier_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","zepatier","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"zepatier_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","zepatier","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"zip_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","zip","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"zip_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","zip","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"zometa_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","zometa","200.0","Pharmanet Payload if Approved","AND(1)","false"
"zonisamide100mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","zonisamide100mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"zonisamide25mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","zonisamide25mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"zonisamide50mg_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","zonisamide50mg","200.0","Pharmanet Payload if Approved","AND(1)","false"
"zopiclone_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","zopiclone","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"zopiclone_300_Other_None_Diagnosis","Other/None Diagnosis","zopiclone","300.0","","OR(1,2,3)","false"
"zopiclone_200_Pharmanet_Payload_if_Approved","AA Adjudication","zopiclone","200.0","Migrated from Drug Template records to criteria-based actions.","OR(1,2)","false"
"zybanbupropion_100_Current_NRT_Non_RDP_code_9901_0146","Current NRT Non-RDP code 9901-0146","zybanbupropion","100.0","","AND(1)","false"
"zybanbupropion_200_Exceptional_Approval_3_months_","Exceptional Approval (3 months)","zybanbupropion","200.0","","AND(1)","false"
