"OwnerId","Approval_Details__c","Auto_Adjudication_Requirements__c","Auto_Push_to_Pharmanet__c","Auto_Validate_Patient__c","Auto_Validate_Provider__c","Brand_Drug_Name__c","CDEC_Recommendation__c","Criteria_Website__c","DBC_R_R__c","Drug_Code__c","Drug_Review_Results__c","Form__c","Health_Canada_monograph__c","PharmaNet_RDP_code__c","Pharmacist_Notes__c","Practitioner_Exemptions__c","Special_Notes__c","Strength__c","Tech_Sheet__c","Name"
"00G5W000000MXTvUAO","","","false","false","false","Onbrez Breezhaler","","","","COPDinda","","Inhaler","","9901-0229","","Respirologists","<p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Not Approved:</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","75mcg","","indacaterol for COPD"
"00G5W000000MXTvUAO","","","false","false","false","Ultibro Breezhaler","","","","COPDindaglyc","","Inhaler","","9901-0342","","Respirologists","<p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Not Approved:</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","50mcg/110mcg","","indacaterol/glycopyrronium"
"00G5W000000MXTvUAO","","","false","false","false","Serevent Diskus","","","","COPDsalm","","Inhaler","","9901-0341","","Respirologists &amp; Allergists","<p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Not Approved:</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","50mcg","","salmeterol for COPD"
"00G5W000000MXTvUAO","","","false","false","false","Spiriva Handihaler","","","","COPDtiop","","Inhaler","","9901-0164","","Respirologists","<p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Not Approved:</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""background-color: white; color: rgb(8, 7, 7); font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p><p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" target=""_blank"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","18mcg","","tiotropium (handihaler)"
"00G5W000000MXTvUAO","","","false","false","false","Inspiolto Respimat","","","","COPDtiopolod","","Inhaler","","9901-0342","","Respirologists","<p>Exceptional approval provided without spirometry/PFTs during COVID-19 impact on non-critical PFTs. Please provide PFT results upon renewal. Thank you.<br><br><span style=""background-color: white; color: #080707; font-size: 10.5pt;"">Not Approved:</span></p>

<p><span style=""background-color: white; color: #080707; font-size: 10.5pt;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p>

<p><span style=""background-color: white; color: #080707; font-size: 10.5pt;"">Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</span></p>

<p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf"" style=""background-color: white; font-size: 10.5pt; color: rgb(158, 162, 255);"" target=""_blank"">https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</a></p>","2.5mcg/2.5mcg","","tiotropium + olodaterol"
"00G5W000000MXTvUAO","","","false","false","false","Anoro Ellipta","","","","COPDumecvila","","Inhaler","","9901-0342","","Respirologists","<p>Not Approved:</p><p>Does not meet criteria for PharmaCare coverage based on available information.</p><p>Please complete the specific form and resubmit (if criteria for coverage have been met). Thank you.</p><p>https://www2.gov.bc.ca/assets/gov/health/forms/5362fil.pdf</p>","62.5mcg/25mcg","","umeclidinium/vilanterol"
"00G5W000000MXTxUAO","","","false","false","false","Neoral and generics","","","","cyclosporin","","tablet","","9901-0006","","","","10mg, 25mg, 50mg, 100mg, & 100mg/mL","","cyclosporine"
"00G5W000000MiSiUAK","","","false","false","false","generics of Restasis","","","","cyclosporine_eyedrops","","eyedrops","","9901-0324","","","","0.5 mg/ml","","cyclosporine eyedrops"
"00G5W000000MXTxUAO","","","false","false","false","Androcur","","","","cyproinj","","Injectable","","704423","","","<p>If Request detail diagnosis equals &quot;Indication of need to reduce aggressive sexual drive&quot;, approval payload will be plan D/S exempt.┬áIf request does not meet published criteria, payload will have default plans - for exceptional plan G approvals please adjust payload manually before submitting, default behaviour is not to include in plan G coverage for non-criteria approvals. Case status must be set to approved for payload of any kind to generate.</p>","100mg/mL injection","","cyproterone injection"
"00G5W000000MXTxUAO","","","false","false","false","Androcur and generics","","","","cyprooral","","tablet","","9901-0043","","","<p>If Request detail diagnosis equals &quot;Indication of need to reduce aggressive sexual drive&quot;, approval payload will be plan D/S exempt.┬áIf request does not meet published criteria, payload will have default plans - for exceptional plan G approvals please adjust payload manually before submitting, default behaviour is not to include in plan G coverage for non-criteria approvals.┬áCase status must be set to approved for payload of any kind to generate.</p>","50mg","","cyproterone tablets"
"00G5W000000MiSjUAK","","","false","true","true","Cystadrops","","","","cysteamineDrops","","eyedrops","","9901-0402","","","","0.37% eyedrops","","cysteamine eye drops"
"00G5W000000MXTxUAO","","","false","true","true","Fragmin","","","","dalteparin","","Injectable","","9901-0022","","","","2500IU, 5000IU, 7500IU, 10000IU, 12500IU, 15000IU, 18000IU syringe, 10000IU amp, 25000IU vial","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/LMWH%20Dalteparin%20Tinzaparin%20for%20cancer%20VTE%20tx.pdf","dalteparin"
"00G5W000000MiSiUAK","","","false","false","false","Enablex","","","","darifenacin","","tablet","","9901-0343","","","","7.5 mg, 15 mg","","darifenacin"
"00G5W000000MXTxUAO","","","false","false","false","Ferriprox","","","","deferprox","","tablet","","9901-0275","","","","1000mg tablet, 100mg/mL solution","","deferiprone"
"00G5W000000MXTxUAO","","","false","false","false","Exjade, Jadenu","","","","defersirox","","tablet","","9901-0102","","","","125mg, 250mg, 500mg and type J┬á90 mg, 180 mg, 360 mg","","deferasirox"
"00G5W000000MXTwUAO","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details of benefit and tolerability and copy of SAP authorization.","","false","false","false","Decort, Dezacor","","","","deflazacort","","","","66123999","","","<p>-Need diagnosis of Duchenne Muscular Dystrophy (DMD)</p><p>-Must be from a neurologist, orthopedic surgeon or pediatrician or a consult letter from a specialist must be attached.</p><p>-Must have copy of the current Health Canada SAP approval document.┬á</p>","6 mg","","deflazacort (SAP)"
"00G5W000000MXTwUAO","","","false","false","false","DEKAs essential capsules","","","","DEKAs_capsules","","","","66127282","","","","","","DEKAs capsules (SAP)"
"00G5W000000MXTvUAO","","","false","false","false","Jubbonti","","","","denobiosim60","","","","9901-0469","","","","60 mg/mL","","denosumab 60mg/mL (biosimilar)"
"00G5W000000MXTvUAO","","","false","false","false","Aclasta","","","","denosacla","","","","9901-0195","","","","5mg/100mL","","zoledronic acid 5mg/100mL"
"00G5W000000MXTvUAO","","","false","false","false","Prolia","","","","denosprol","","Injectable","","9901-0173","","","","60mg/mL","","denosumab 60mg/mL (Prolia)"
"00G5W000000MXTxUAO","","","false","false","false","Pulmozyme","","","","deoxyribonuclease","","","","2046733","","","","1 mg / mL┬á┬á","","dornase alfa deoxyribonuclease┬á┬á"
"00G5W000000MXTvUAO","","","false","false","false","DDAVP and generics","","","","desmopressin","","tablet","","9901-0082","","","","0.1, 0.2 mg tablet","","desmopressin"
"00G5W000000MXTxUAO","Exceptional coverage renewed for one year. For future renewals, please continue to provide details demonstrating continued benefit and tolerability, with details of objective as well as subjective improvement and current prescribed dose. Thank you.","","false","false","false","Pristiq","","","","desvenlafaxine","","tablet","","9901-0226","","","","50, 100 mg","","desvenlafaxine"
"00G5W000000MXTvUAO","If using a CGM, patients may occasionally need blood glucose test strips (for example, if CGM displays an error code or if symptoms donΓÇÖt match CGM readings). CGM users are covered for 200 blood glucose test strips per year.","","true","true","true","Dexcom G6 and G7 Continuous Glucose Monitoring System","","","","DexcomCGM","","","","9901-0376","","","<p>For kids with the check box confirmed:</p>

<p>┬á</p>

<p>This approval also includes approval for no limit Blood Glucose Test Strips. Pharmacies may contact HIBC for correct PINs for billing.</p>

<p>┬á</p>

<p><strong><u>MIR Wording when submitted on generic form:</u></strong></p>

<p><span style=""color: #3e3e3c; font-family: Arial,sans-serif; font-size: 12pt;"">Please resubmit using the Continuous Glucose Monitoring System (Dexcom G6) Special Authority form. The form can be found at:</span></p>

<p><a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5817fil.pdf"" style=""font-size: 12pt; font-family: Arial, sans-serif; color: rgb(62, 62, 60);"" target=""_blank"">https://www2.gov.bc.ca/assets/gov/health/forms/5817fil.pdf</a></p>

<p>┬á</p>

<p><span style=""background-color: #ffffff; color: #000000; font-size: 14.6667px;"">∩╗┐To allow coverage for children under NSS for blood glucose test strips during the approval period, please have the dispensing pharmacy bill the unlimited PIN# by replacing the second number of the listed PharmaCare PIN with &quot;9&quot; (e.g., One Touch Verio PIN 44123049, now bill PIN 49123049). Thank you.</span></p>

<p>┬á</p>

<p><strong>Currently Approved for Dexcom G6 </strong></p>

<p>Patients who currently have Special Authority for Dexcom G6 also have Special Authority for Dexcom G7.</p>","","","Dexcom G6 and G7 CGM"
"00G5W000000MXTwUAO","","","false","false","false","Firdapse, Ruzurgi","","","","diaminopryridine","","tablet","","66128121","","","<p>DO NOT approve any new requests for amifampridine (SAP or Canadian Ruzurgi/Firdapse brand) at this time....only do renewals for SAP Jacobus product┬á-┬áJanuary 2021-jfs</p>","10 mg","","diaminopyridine"
"00G5W000000MXTwUAO","PharmaCare coverage is subject to Special Access Program Approval from Health Canada.  A copy of the current approval must accompany the request for PharmaCare coverage. Medication must be distributed by a licensed pharmacy for PharmaCare reimbursement.","","false","false","false","Proglycem","","","","diazoxide","","suspension","","66124858","","","<p>SAP</p>","50 mg / mL suspension","","diazoxide 50mg/ml suspension (SAP)"
"00G5W000000MXTvUAO","","","false","false","false","Voltaren and generics","","","","diclo","","tablet","","0041-0050","","","Approval includes full coverage of non-reference NSAIDS (diclofenac regular release, diclofenac SR, naproxen E/SR), celecoxib and meloxicam.","","","diclofenac"
"00G5W000000MXTvUAO","Approval includes oral formulations of diclofenac+misoprostal, diflunisil, flurbiprofen, indomethacin, ketoprofen, ketoprofen ER/SR, nabumetone, piroxicam, sulindac, tenoxicam, and tiaprofenic acid.","","false","false","false","Arthrotec and generics","","","","diclomiso","","tablet","","0041-0080","","","","50mg/200mg, 75mg/200mg","","diclofenac + misoprostol"
"00G5W000000MXTvUAO","","","false","false","false","Visanne","","","","dienogest","","tablet","","9901-0210","","","","2mg","","dienogest"
"00G5W000000MXTpUAO","","","false","false","false","Tecfidera","","","","dimethylfumarate","","tablet","","9901-0239","","","","120mg, 240mg PO twice daily","","dimethyl fumarate"
"00G5W000000MXTwUAO","","","false","false","false","Depakote","","","","divalproex_sprinkle","","tablet","","6612-3136","","","","125 mg","","divalproex sprinkle capsule (SAP)"
"00G5W000000MXTxUAO","","","true","true","true","Xarelto","","","","DOACriva","","tablet","","9901-0199","","","<p>DVT/PE:</p>

<p><span style=""font-family: Arial,sans-serif;"">Exceptional indefinite coverage provided at this time due to ongoing COVID-19 impact on INR testing and accessibility to medical services.</span></p>

<p>AFIB:</p>

<p><span style=""font-family: Arial,sans-serif;"">Exceptional coverage provided at this time due to ongoing COVID-19 impact on INR testing and accessibility to medical services.<br><br>Form:<br>https://www2.gov.bc.ca/assets/gov/health/forms/5391fil.pdf</span></p>","","","rivaroxaban 15 mg, 20 mg"
"00G5W000000MXTvUAO","","","false","false","false","Cosopt PF","","","","dorzolamide","","eyedrops","","9901-0191","","","","2%-0.5%","","dorzolamide + timolol preservative free"
"00G5W000000MXTvUAO","Approved for PharmaCare eligible formulations of linagliptin and saxagliptin.

As per empagliflozin/semaglutide criteria, coverage will be provided for either empagliflozin/semaglutide or a DPP-4 inhibitor. With DPP-4 inhibitor approval, any coverage of empagliflozin or semaglutide will be terminated.","","false","true","true","Trajenta/Jentadueto","","","","DPP4lina","","tablet","","9901-0073","","","<p><span style=""font-size: 14px;"">Approved for PharmaCare eligible formulations of linagliptin and saxagliptin.</span></p>

<p><span style=""font-size: 14px;"">As per empagliflozin/semaglutide criteria, coverage will be provided for either empagliflozin/semaglutide or a</span></p>

<p><span style=""font-size: 14px;"">DPP-4 inhibitor. With DPP-4 inhibitor approval, any coverage of empagliflozin or semaglutide will be terminated.</span></p>","5mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/linagliptin%20saxagiptin.pdf","linagliptin with or without metformin"
